구분번호,발생년월,주야,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2022172618,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,원동기,남,31-40세,경상
2022172682,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,21-30세,경상
2022172715,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,31-40세,경상
2022172716,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,65세 이상,상해없음,승용,남,61-64세,경상
2022172813,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2022172815,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2022172854,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,기타불명,승용,여,21-30세,경상
2022172887,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,여,41-50세,경상
2022172945,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,2,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,기타불명,승용,남,31-40세,부상신고
2022172946,2022년 11월,주간,충청남도 천안시 서북구,중상사고,0,1,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,이륜,여,21-30세,경상,이륜,남,31-40세,중상
2022172947,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,보행자,여,65세 이상,중상
2022173019,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,5,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,31-40세,경상
2022173085,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,61-64세,상해없음,보행자,여,13-20세,중상
2022173086,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022173087,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상
2022173088,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,1,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,부상신고,승용,여,51-60세,경상
2022173147,2022년 11월,야간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차량단독 - 전도전복,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,20세 이하,부상신고,,,,
2022173387,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,기타불명,승용,남,31-40세,경상
2022173422,2022년 11월,주간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,부상신고,승용,여,31-40세,상해없음
2022173495,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,3,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,화물,남,41-50세,경상
2022173523,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,31-40세,경상
2022173617,2022년 11월,야간,충청남도 천안시 동남구,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),여,20세 이하,부상신고,화물,남,61-64세,상해없음
2022173735,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,41-50세,기타불명,보행자,남,21-30세,중상
2022173737,2022년 11월,야간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,보행자,남,21-30세,부상신고
2022173804,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상
2022173908,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,21-30세,경상
2022174020,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,31-40세,경상
2022174122,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,1,차대차 - 기타,교차로운행방법위반,건조,맑음,미분류 - 미분류,승용,남,51-60세,부상신고,승용,남,41-50세,상해없음
2022174152,2022년 11월,야간,충청남도 천안시 서북구,사망사고,1,4,12,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,51-60세,사망,승용,남,31-40세,경상
2022174183,2022년 11월,야간,충청남도 천안시 서북구,부상신고사고,0,0,0,2,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,41-50세,부상신고,자전거,남,13-20세,부상신고
2022174223,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,승용,남,61-64세,상해없음,기타불명,기타불명,기타불명,기타불명
2022174398,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,21-30세,경상
2022174435,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,65세 이상,상해없음,승용,여,61-64세,경상
2022174454,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,보행자,여,65세 이상,중상
2022174638,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,농기계,남,51-60세,중상
2022174642,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대사람 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,21-30세,중상,보행자,남,51-60세,기타불명
2022174684,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,경상,승용,남,31-40세,경상
2022174857,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,승용,여,31-40세,경상
2022174858,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,41-50세,기타불명,승용,여,51-60세,경상
2022174885,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,3,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,중상,승용,남,21-30세,중상
2022174908,2022년 11월,주간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,41-50세,상해없음,승용,남,61-64세,부상신고
2022174909,2022년 11월,주간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,남,21-30세,부상신고
2022175006,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,21-30세,상해없음,승용,여,51-60세,경상
2022175112,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,남,31-40세,경상,화물,남,51-60세,상해없음
2022175177,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로부근,승용,여,31-40세,상해없음,승용,여,21-30세,경상
2022175269,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,자전거,남,31-40세,경상,승용,남,51-60세,상해없음
2022175298,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,화물,남,51-60세,중상
2022175418,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,승용,남,21-30세,경상
2022175445,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,경상,승용,여,21-30세,경상
2022175447,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,보행자,남,65세 이상,경상
2022175575,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,여,31-40세,경상
2022175595,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,5,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,31-40세,경상,승용,남,61-64세,경상
2022175701,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,기타 - 기타,승용,여,31-40세,상해없음,이륜,남,21-30세,경상
2022175812,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,21-30세,경상
2022175845,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,흐림,교차로 - 교차로부근,이륜,남,41-50세,상해없음,이륜,남,21-30세,경상
2022175846,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,기타불명,이륜,남,21-30세,중상
2022175872,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,41-50세,경상
2022175940,2022년 11월,야간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,부상신고,,,,
2022175969,2022년 11월,주간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,승용,남,51-60세,중상
2022176270,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,51-60세,경상
2022176311,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022176414,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,21-30세,상해없음,승용,여,61-64세,경상
2022176415,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,51-60세,경상
2022176475,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상
2022176476,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,경상,승용,여,21-30세,경상
2022176496,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,2,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,31-40세,중상,이륜,남,51-60세,중상
2022176515,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,이륜,남,41-50세,중상
2022176517,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,20세 이하,상해없음,보행자,남,21-30세,중상
2022176544,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,중상
2022176857,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,41-50세,경상
2022176907,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,51-60세,중상
2022176973,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,51-60세,상해없음,승용,남,51-60세,경상
2022176976,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,화물,남,51-60세,경상
2022177024,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,21-30세,상해없음,승용,여,31-40세,경상
2022177066,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,21-30세,경상
2022177093,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,기타 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022177094,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,승용,여,21-30세,상해없음,이륜,남,31-40세,중상
2022177130,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,여,21-30세,경상
2022177273,2022년 11월,주간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,남,21-30세,중상
2022177558,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,13-20세,경상
2022177645,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,3,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,경상,승합,남,31-40세,경상
2022177673,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,51-60세,상해없음,이륜,남,13-20세,경상
2022177701,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,21-30세,경상
2022177715,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,남,21-30세,중상
2022177730,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,2,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,31-40세,중상
2022177892,2022년 11월,주간,충청남도 천안시 서북구,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,여,61-64세,상해없음,개인형이동수단(PM),남,21-30세,부상신고
2022177945,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,51-60세,상해없음,승용,남,41-50세,경상
2022178049,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,흐림,단일로 - 기타,이륜,남,65세 이상,기타불명,이륜,남,21-30세,경상
2022178083,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상
2022178099,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,상해없음
2022178100,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,이륜,남,13-20세,경상
2022178116,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,경상,화물,남,51-60세,경상
2022178160,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승합,여,51-60세,상해없음,승용,남,51-60세,경상
2022178222,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,승용,여,51-60세,경상
2022178407,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,31-40세,상해없음,보행자,남,12세 이하,경상
2022178451,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,여,31-40세,상해없음,승용,남,41-50세,경상
2022178517,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,61-64세,상해없음,승용,남,51-60세,경상
2022178520,2022년 11월,야간,충청남도 천안시 동남구,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,보행자,남,61-64세,부상신고
2022178521,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,13-20세,경상
2022178573,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,51-60세,경상,승용,남,31-40세,경상
2022178574,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2022178623,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,젖음/습기,비,교차로 - 교차로부근,화물,남,65세 이상,상해없음,승용,여,31-40세,경상
2022178625,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,21-30세,경상
2022178673,2022년 11월,야간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,41-50세,상해없음,보행자,여,21-30세,중상
2022178737,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022178738,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,승용,여,13-20세,상해없음
2022178834,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,남,61-64세,상해없음,승용,남,21-30세,경상
2022178835,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2022178837,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,화물,남,65세 이상,경상
2022178838,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,41-50세,경상
2022179109,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,51-60세,경상
2022179138,2022년 11월,주간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,농기계,남,65세 이상,중상
2022179280,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,61-64세,경상
2022179297,2022년 11월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,화물,남,51-60세,경상
2022179454,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,기타불명,승용,남,51-60세,경상
2022179572,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,51-60세,경상
2022179573,2022년 11월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,31-40세,경상
2022179593,2022년 11월,주간,충청남도 천안시 서북구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,61-64세,상해없음,특수,남,31-40세,경상
2022179677,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,여,51-60세,경상
2022179760,2022년 11월,야간,충청남도 천안시 동남구,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,이륜,남,13-20세,중상
2022179780,2022년 11월,야간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022179841,2022년 12월,야간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,여,61-64세,경상
2022179860,2022년 12월,주간,충청남도 천안시 서북구,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,기타,기타,단일로 - 기타,승용,남,61-64세,상해없음,화물,남,65세 이상,중상
2022179880,2022년 12월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,51-60세,상해없음,승용,남,51-60세,경상
2022179903,2022년 12월,주간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,기타불명,자전거,여,31-40세,경상
2022179936,2022년 12월,주간,충청남도 천안시 동남구,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,경상,승용,여,51-60세,경상
2022179990,2022년 12월,주간,충청남도 천안시 서북구,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,21-30세,중상,,,,
2022180026,2022년 12월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,화물,남,41-50세,경상
2022180054,2022년 12월,주간,충청남도 천안시 서북구,경상사고,0,0,5,0,차대차 - 기타,신호위반,건조,맑음,기타 - 기타,승용,여,20세 이하,기타불명,승용,여,31-40세,경상
2022180079,2022년 12월,주간,충청남도 천안시 동남구,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,65세 이상,상해없음,이륜,남,65세 이상,경상
2022180109,2022년 12월,주간,충청남도 천안시 동남구,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,경상,승합,남,51-60세,경상
2022180229,2022년 12월,야간,충청남도 천안시 서북구,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승합,여,51-60세,경상
