index,연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처,lat,lon
232,233,유치원,하늘유치원,6,122,31504,충남 아산시 문화로 26-9,041-532-5008,36.7869677406591,126.991068725739
233,234,유치원,아이세상유치원,6,75,31531,충남 아산시 온천대로 1105-17,041-532-0271,36.78665485656086,126.9596593064644
234,235,유치원,수정아트유치원,5,103,31567,충남 아산시 시민로 291번길 31-5,041-543-8290,,
235,236,유치원,아해랑유치원,10,183,31450,충남 아산시 염치읍 송곡남길 82-5,041-532-1005,36.79997392730781,127.01400985958685
236,237,유치원,삼성샛별유치원,13,222,31456,충남 아산시 탕정면 탕정면로 22번길 13,041-531-6701,36.7978203336626,127.060085070835
237,238,유치원,하나유치원,6,83,31486,충남 아산시 배방읍 모산로126번길 17-7,041-532-0065,36.77314096699669,127.05935340403828
238,239,유치원,일심유치원,7,111,31495,충남 아산시 배방읍 봉강천로 171,041-546-6435,36.76805307865294,127.08617143827729
239,240,유치원,세종유치원,15,300,31462,충남 아산시 배방읍 용연동길 54,041-547-6601,36.79319975818433,127.09428679142796
240,241,유치원,사랑유치원,15,300,31406,충남 아산시 둔포면 아산밸리중앙로 36,041-541-6336,36.9231064492046,127.051810734163
241,242,유치원,예지슬유치원,15,282,31416,충남 아산시 음봉면 월암로 199번길 119-15,041-425-2100,36.84550229433533,127.07037894583098
242,243,유치원,큰곰유치원,12,231,31405,충남 아산시 둔포면 둔포로38번길 135-18,041-543-7007,36.92899448822326,127.05516060852871
243,244,유치원,서산서림유치원,6,53,31999,충남 서산시 덕지천로 104(석남동),041-667-9553,,
244,245,유치원,서산초등학교병설유치원,5,33,31983,충남 서산시 중앙로 38-1,041-665-1312,36.7800731427181,126.455368880585
245,246,유치원,서동초등학교병설유치원,2,19,31979,충남 서산시 쌍연남1로 19-5,041-681-8055,36.7837684658146,126.46748645555
246,247,유치원,오산초등학교병설유치원,1,4,32009,충남 서산시 덕지천로 436,041-669-2709,36.7459431873747,126.482922376551
247,248,유치원,서령초등학교병설유치원,1,3,32007,충남 서산시 남부순환로 749,041-665-7779,36.7439996537365,126.447468065247
248,249,유치원,부춘초등학교병설유치원,2,22,31985,충남 서산시 양유정 3로 9 (읍내동 130),041-669-2236,,
249,250,유치원,학돌초등학교병설유치원,3,19,31971,충남 서산시 부춘1로 35(읍내동),041-668-8612,,
250,251,유치원,서산석림초등학교병설유치원,2,27,32003,충남 서산시 동서1로 41-6 ,041-668-6093,36.7698319127302,126.465463683172
251,252,유치원,예천새뜰유치원,10,113,31998,충남 서산시 예천7로 49-10,041-664-9918,36.762419105566636,126.44880758549483
252,253,유치원,서산예천초등학교병설유치원,2,23,31998,충남 서산시 예천 1로 3-21,041-681-5477,36.7698281420741,126.449617006179
253,254,유치원,서산동문초등학교병설유치원,2,13,31967,충남 서산시 쌍연북 2로 31,041-668-7916,36.7882084959303,126.466546019542
254,255,유치원,서산서남초등학교병설유치원,5,52,31998,충남 서산시 예천2로 19,041-671-5000,36.7704006408703,126.444832436393
255,256,유치원,대산초등학교병설유치원,1,11,31909,충남 서산시 대산읍 구진로 40-5,041-669-0152,36.9400224742522,126.43493822637
257,258,유치원,서산대진초등학교병설유치원,1,4,31906,충남 서산시 대산읍 기은아섬길 16,041-681-7055,36.9774837043889,126.38453064592
258,259,유치원,인지초등학교병설유치원,1,6,32015,충남 서산시 인지면 둔산1길 1,041-662-1045,36.7559166618745,126.425554235797
259,260,유치원,차동초등학교병설유치원,1,6,32012,충남 서산시 인지면 차동길 140,041-662-1709,36.7766488714516,126.400630515541
260,261,유치원,부석초등학교병설유치원,1,3,32019,충남 서산시 부석면 취평 2길 37-6,041-669-0935,36.7167023539611,126.39255412206
261,262,유치원,강당초등학교병설유치원,1,4,32021,충남 서산시 부석면 인정로 183,041-669-6865,36.6614765501815,126.40143966581
262,263,유치원,가사초등학교병설유치원,1,3,32017,충남 서산시 부석면 강경벌로 478,041-662-1396,36.752542894886794,126.37187432497453
263,264,유치원,팔봉초등학교병설유치원,1,8,31923,충남 서산시 팔봉면 한재무두리1길 233,041-669-6020,36.8273518699366,126.362514718048
264,265,유치원,부성초등학교병설유치원,2,14,31919,충남 서산시 지곡면 화천1로 83,041-664-4512,36.8650448558677,126.435665779318
265,266,유치원,성연유치원,14,194,31930,충남 서산시 성연면 옥동샘길 11-8,041-664-7641,36.8357218764826,126.460993384114
266,267,유치원,음암초등학교병설유치원,1,14,31936,충남 서산시 음암면 도당로 5,041-669-6215,36.8007562323268,126.519136832219
267,268,유치원,동암초등학교병설유치원,1,14,31941,충남 서산시 음암면 동암마을길 14-3,041-669-2298,36.7622321017157,126.512048435821
268,269,유치원,운산초등학교병설유치원,1,6,31945,충남 서산시 운산면 운암로 1037,041-669-6350,36.8118579601704,126.583157038496
269,270,유치원,운신초등학교병설유치원,1,8,31948,충남 서산시 운산면 해운로 539,041-688-4105,36.7567203003129,126.561909046912
270,271,유치원,해미초등학교병설유치원,2,12,31960,충남 서산시 해미면 성지1로 81,041-688-1592,36.71767442965895,126.54306224257454
271,272,유치원,언암초등학교병설유치원,1,4,31959,충남 서산시 해미면 기지1길 27,041-688-9046,36.707912470264006,126.51104237233453
272,273,유치원,고북초등학교병설유치원,1,2,32027,충남 서산시 고북면 고북3로 19,041-669-6304,36.6669977292874,126.530686279632
273,274,유치원,천사유치원,5,88,31975,충남 서산시 서령로 53,041-669-1004,36.78777918242042,126.45532554882115
274,275,유치원,서광유치원,5,92,31970,충남 서산시 부춘산1로 17,041-666-1510,,
275,276,유치원,삼성유치원,4,53,32007,충남 서산시 남부순환로767,041-664-3144,36.745981528684766,126.44734636387234
277,278,유치원,대장유치원,6,135,31912,충남 서산시 대산읍 탑성골 2길 33,041-663-8380,36.9310587752142,126.437267198817
279,280,유치원,우리유치원,7,133,32015,충남 서산시 인지면 둔산1길 115-11,041-667-8771,,
280,281,유치원,서정유치원,7,152,31973,충남 서산시 부춘3로 9,041-664-5335,36.78265848410059,126.45009659954201
281,282,유치원,늘푸른유치원,5,78,31920,충남 서산시 지곡면 충의로 762-95,041-664-5748,36.8438129542128,126.444387383659
282,283,유치원,해맑은유치원,5,86,31995,충남 서산시 석남2로 18-13,041-669-9414,36.7718110351509,126.455198828313
283,284,유치원,강경중앙초등학교병설유치원,4,26,32934,논산시 강경읍 옥녀봉로 8,041-745-0678,36.1602766701743,127.01923074974167
286,287,유치원,구자곡초등학교병설유치원,1,5,33011,논산시 연무로 369(연무읍),041-980-2997,,
287,288,유치원,연무초등학교병설유치원,1,3,33013,논산시 연무읍 득안대로 527번지,041-742-6961,36.1176003673695,127.097487887686
288,289,유치원,연무중앙초등학교병설유치원,1,5,33008,논산시 연무읍 연무로 211-14,041-741-4112,36.1309121432244,127.102952360496
289,290,유치원,성동초등학교병설유치원,1,3,32927,논산시 성동면 성동로 240번길 30,041-734-2622,36.1993895236495,127.033419254852
291,292,유치원,광석초등학교병설유치원,1,3,32922,논산시 광석면 사계로 451,041-732-8015,36.2439078630857,127.080751859061
292,293,유치원,왕전초등학교병설유치원,1,4,32920,논산시 광석면 왕전2길 12,041-733-8069,36.23977613545818,127.10885529763196
293,294,유치원,노성초등학교병설유치원,1,3,32902,논산시 노성면 노성로 507번길 11,041-736-5580,36.2784434149978,127.121301313271
294,295,유치원,상월초등학교병설유치원,1,4,32904,논산시 상월면 신충리 백일헌로 1025-13,041-733-3757,,
295,296,유치원,부적초등학교병설유치원,1,2,32917,논산시 부적면 남마구평길 70,041-733-7087,36.2115375362941,127.13572606012
296,297,유치원,감곡초등학교병설유치원,1,2,32916,논산시 부적면 계백로 1676-26,041-732-7066,36.210281164854,127.160558248278
297,298,유치원,연산초등학교병설유치원,1,9,32911,논산시 연산면 연산5길 13,041-735-0665,36.2170968945444,127.218119174084
298,299,유치원,청동초등학교병설유치원,1,4,32913,논산시 연산면 선비로 293번길 29-5,041-735-0532,36.2126645684453,127.196394520732
299,300,유치원,백석초등학교병설유치원,1,4,32909,논산시 연산면 선비로 726,041-734-3866,36.2473546726977,127.179565664243
300,301,유치원,벌곡초등학교병설유치원,1,7,33026,논산시벌곡면대둔로821-8,041-734-1690,36.2081391717218,127.266129145786
301,302,유치원,도산초등학교병설유치원,1,9,33028,논산시 벌곡면 수락로 23,041-733-9781,36.1617008447856,127.31557444438
302,303,유치원,양촌초등학교병설유치원,1,3,33023,논산시 양촌면 매죽헌로 1665번길 22,041-741-3324,36.138465001042235,127.23339584931162
303,304,유치원,반곡초등학교병설유치원,2,11,33021,논산시 양촌면 황산벌로 1126번길 5,041-736-3053,36.1828371322371,127.205720266168
304,305,유치원,가야곡초등학교병설유치원,1,3,33019,논산시 가야곡면 덕은로 160,041-742-1603,36.1439914242399,127.168880869882
305,306,유치원,성덕초등학교병설유치원,1,3,32999,논산시 은진면 원앙로 1174 ,041-742-6243,36.176667824503,127.129521094267
306,307,유치원,채운초등학교병설유치원,1,6,32945,논산시 채운면 채운로 112,041-980-3274,36.1704391533281,127.067658647568
307,308,유치원,이화초등학교병설유치원,1,5,32946,논산시 채운면 채운로350,041-742-4556,36.1507473041723,127.071490969244
308,309,유치원,놀뫼유치원,8,100,32947,논산시 대화로 121,041-733-8626,36.2106620711077,127.089147093391
309,310,유치원,논산유치원,2,16,32968,논산시해월로173-4,041-733-1274,36.2057616416027,127.086268155378
310,311,유치원,성심유치원,2,40,32950,논산시 대화로 24,041-736-4015,36.205591980279735,127.080124241024
311,312,유치원,동산유치원,3,43,33008,논산시 연무읍 안심로 122-19,041-741-6622,36.1321006535008,127.099985456635
312,313,유치원,쌘뽈유치원,4,89,32996,논산시 은진면 탑정로 265-22,041-742-8958,36.1734884534381,127.094796018746
313,314,유치원,두마초등학교병설유치원,2,11,32837,계룡시 두마면 팥거리길160,042-841-5475,,
314,315,유치원,신도초등학교병설유치원,5,33,32819,계룡시 엄사면 번영3길 82,042-841-9863,36.2821359015896,127.236238228535
315,316,유치원,금암초등학교병설유치원,4,48,32824,계룡시 장안로104,042-841-9737,36.2708011163425,127.245886381644
316,317,유치원,계룡솔빛유치원(구 엄사유치원),3,31,32812,계룡시 엄사면 엄사중앙로 66,042-841-0058,36.28720977346848,127.24245149150795
317,318,유치원,성모유치원,6,129,32801,계룡시 신도안면 신도안1길 72,042-551-0181,36.2977079950378,127.245400795906
319,320,유치원,본부유치원,6,113,32801,계룡시 신도안면 신도아2길 95,042-551-3546,,
320,321,유치원,세종유치원,10,194,32833,계룡시 금암3길 12,042-841-7252,,
321,322,유치원,당진용연유치원,6,90,31788,충남 당진시 용연로 19-19,041-354-3861,36.86903672825582,126.61367044814445
322,323,유치원,당진초등학교병설유치원,2,28,31776,충남 당진시 교동길 106,041-352-3105,36.8926835871311,126.632524319314
323,324,유치원,성당초등학교병설유치원,1,8,31789,충남 당진시 역천로 222,041-355-5188,36.8368734937351,126.604532034311
324,325,유치원,계성초등학교병설유치원,3,23,31771,충남 당진시 당진중앙1로 290,041-355-9328,36.8988748384052,126.639235358143
325,326,유치원,탑동초등학교병설유치원,4,53,31780,충남 당진시 대호만로 12,041-355-1937,36.8975486734529,126.623058764698
326,327,유치원,대덕초등학교병설유치원,3,52,31787,충남 당진시 대덕1로 80,041-430-0174,36.883023228376175,126.63967562742616
327,328,유치원,수청초등학교병설유치원,3,52,31817,충남 당진시 수청2로 37,041-358-9872,36.889089104451,126.65197250111142
329,330,유치원,합도초등학교병설유치원,1,9,31811,충남 당진시 합덕읍 면천로 1538,041-363-1685,36.8105328986357,126.754500950061
330,331,유치원,신촌초등학교병설유치원,1,4,31815,충남 당진시 합덕읍 상덕로 620-13,041-362-4822,36.7636117276851,126.764179445578
331,332,유치원,고대초등학교병설유치원,2,18,31793,충남 당진시 고대면 고대로 206,041-353-4041,36.9368155031009,126.593828305259
332,333,유치원,고산초등학교병설유치원,1,7,31791,충남 당진시 고대면 서집들길 55,041-353-3820,36.9573328489581,126.572677853501
333,334,유치원,석문초등학교병설유치원,1,14,31703,충남 당진시 석문면 다리들길7,041-352-9241,36.9870565717258,126.588695427567
334,335,유치원,삼봉초등학교병설유치원,1,5,31706,충남 당진시 석문면 대호만로 1722-1,041-353-0042,37.0134207578982,126.539288668662
335,336,유치원,초락초등학교병설유치원,1,7,31707,충남 당진시 석문면 샛터말길35,041-353-0604,36.993325700917,126.510203090626
336,337,유치원,조금초등학교병설유치원,1,8,31798,충남 당진시 대호지면 4.4 만세로 23,041-353-3126,36.9013731387257,126.500051748969
337,338,유치원,정미초등학교병설유치원,1,7,31802,충남 당진시 정미면 운정로 642,041-353-1078,36.85654611564826,126.55454916938879
338,339,유치원,천의초등학교병설유치원,1,10,31800,충남 당진시 정미면 천평로 30,041-352-9409,36.8780390508008,126.572213745214
339,340,유치원,면천초등학교병설유치원,1,4,31804,충남 당진시 면천면 면천서문1길 33,041-356-3096,36.8179419752354,126.662645260185
340,341,유치원,순성초등학교병설유치원,2,25,31757,충남 당진시 순성면 순성로 473,041-353-5381,36.8432753322544,126.711124500818
341,342,유치원,북창초등학교병설유치원,1,8,31759,충남 당진시 순성면 붉은재길68,041-362-3599,36.8502917104741,126.764406833859
342,343,유치원,우강초등학교병설유치원,2,10,31754,충남 당진시 우강면 우강송산로 183-7,041-362-9017,36.8253915619538,126.788918549264
343,344,유치원,신평초등학교병설유치원,1,8,31741,충남 당진시 신평면 원머리로 7,041-363-1358,36.8863080035331,126.772377505715
344,345,유치원,서정초등학교병설유치원,2,23,31748,충남 당진시 신평면 거산3거리길 28-1,041-363-3115,36.8803771062548,126.755215293884
345,346,유치원,한정초등학교병설유치원,1,5,31743,충남 당진시 신평면 샛터로 172 ,041-362-5172,36.8940617649091,126.805230392271
346,347,유치원,송악초등학교병설유치원,1,12,31728,충남 당진시 송악읍 송악로 663-1,041-358-3040,36.9401822111549,126.743874801386
347,348,유치원,전대초등학교병설유치원,1,6,31729,충남 당진시 송악읍 신평로 1185,041-357-8202,36.9094773181334,126.749269388598
348,349,유치원,상록초등학교병설유치원,2,24,31723,충남 당진시 송악읍 송악로 1024,041-356-7079,36.9592688660843,126.769281545103
349,350,유치원,송산초등학교병설유치원,1,10,31714,충남 당진시 송산면 상거길 19-1,041-353-8081,36.9322478923914,126.679553592252
350,351,유치원,당산초등학교병설유치원,2,17,31713,충남 당진시 송산면 당산2로 185,041-356-0075,36.9362626880695,126.650019352174
351,352,유치원,유곡초등학교병설유치원,1,8,31711,충남 당진시 송산면 송산로 821-17,041-353-4078,36.9606601089529,126.694269866069
352,353,유치원,기지유치원,12,157,31732,충남 당진시 송악읍 틀모시로 897,041-356-7261,36.91191063536929,126.68883807192918
353,354,유치원,소화유치원,4,90,31769,충남 당진시 서문2길 28,041-356-1554,36.894818309467986,126.62790196244424
355,356,유치원,성모유치원,3,51,31741,충남 당진시 신평면 신평길 63,041-363-6765,36.8841673335532,126.770678805628
356,357,유치원,신성대학교부속유치원,6,132,31772,충남 당진시 무수동 7길 202,041-356-5761,36.8951602951244,126.639750966592
357,358,유치원,글로벌꿈나래유치원,13,272,31771,충남 당진시 밤절로 30,041-356-6565,,
360,361,유치원,제원초등학교병설유치원,2,5,32723,충남 금산군 금산읍 제원면 제원3길 11,041-754-7023,,
361,362,유치원,부리초등학교병설유치원,1,3,32757,충남 금산군 부리면 현내로 81,041-754-0529,36.0617919155185,127.554968674762
362,363,유치원,군북초등학교병설유치원,1,5,32718,충남 금산군 군북면 군북로 714 ,041-752-9769,36.1680092226285,127.526712391049
363,364,유치원,용문초등학교병설유치원,1,10,32721,충남 금산군 군북면 시두물길 15,041-751-1656,36.1344411726633,127.502419940239
364,365,유치원,상곡초등학교병설유치원,1,6,32717,충남 금산군 군북면 상곡길 34,041-753-7045,36.20621135486574,127.57138742054903
366,367,유치원,남이초등학교병설유치원,1,3,32751,충남 금산군 남이면 진악로 51,041-753-1016,36.0503710123499,127.436594058402
367,368,유치원,진산초등학교병설유치원,1,5,32704,충남 금산군 진산면 읍내로 41,041-752-4040,36.1435421110158,127.367808073694
368,369,유치원,복수초등학교병설유치원,1,3,32703,충남 금산군 복수면 복수로 137,041-753-8312,36.1660359497049,127.397219080486
369,370,유치원,신대초등학교병설유치원,1,3,32701,충남 금산군 복수면 복수로 753,041-752-8212,36.209374847572,127.377657142401
370,371,유치원,추부초등학교병설유치원,1,8,32714,충남 금산군 추부면 하마전로 23,041-752-4938,36.1911618934444,127.468832977378
371,372,유치원,성대초등학교병설유치원,1,3,32710,충남 금산군 추부면 군북로 1402,041-753-7168,36.2251358060704,127.509650639857
372,373,유치원,백합유치원,4,66,32738,충남 금산군 금산읍 뒷담말길 38,041-752-7621,36.1036550150346,127.49311300162
373,374,유치원,금산유치원,6,77,32742,충남 금산군 금산읍 진악로 1015,041-751-8478,36.10287536489247,127.48094454119402
374,375,유치원,부여유치원,6,93,33135,충남 부여군 부여읍 부소로 105-10,041-834-5226,36.2862191160168,126.922294619579
375,376,유치원,백제초등학교병설유치원,2,7,33155,충남 부여군 부여읍 계백로321,041-833-7266,36.27780106143,126.915602641705
376,377,유치원,궁남초등학교병설유치원,1,6,33168,충남 부여군 부여읍 계백로 238-6,041-834-3325,36.2754331488336,126.906474330633
377,378,유치원,대왕초등학교병설유치원,1,7,33160,충남 부여군 부여읍 금성로 150,041-834-6078,36.268933968061,126.927573466405
379,380,유치원,규암초등학교병설유치원,4,35,33123,충남 부여군 규암면 계백로 3 ,041-835-6220,36.2754281748965,126.880635478103
380,381,유치원,백강초등학교병설유치원,1,5,33116,충남 부여군 규암면 백제문로 251번길 20,041-835-9390,36.2968470966199,126.891388315675
381,382,유치원,은산초등학교병설유치원,1,1,33313,충남 부여군 은산면 충의로 729,041-832-6390,36.3142296820734,126.85453317749
383,384,유치원,내산초등학교병설유치원,1,2,33195,충남 부여군 내산면 성충로 906,041-832-0878,36.2818876893536,126.777177189855
384,385,유치원,구룡초등학교병설유치원,1,4,33191,충남 부여군 구룡면 태양로 25,041-832-2830,36.2535552132922,126.813575034136
386,387,유치원,홍산초등학교병설유치원,1,2,33200,충남 부여군 홍산면 홍산로 111번길 7,041-835-1095,36.217779579249196,126.76180560707263
387,388,유치원,옥산초등학교병설유치원,1,4,33205,충남 부여군 옥산면 대백제로 330,041-832-0091,36.190851666102,126.732759771674
389,390,유치원,충화초등학교병설유치원,1,2,33212,충남 부여군 충화면 팔충로 701,041-833-1095,36.1831982615286,126.814533394837
390,391,유치원,양화초등학교병설유치원,1,1,33215,충남 부여군 양화면 충절로 215,041-833-3090,36.1284054210808,126.857094176257
391,392,유치원,임천초등학교병설유치원,1,3,33219,충남 부여군 임천면 성흥로97번길15,041-832-1228,36.1912466103751,126.893299835837
392,393,유치원,장암초등학교병설유치원,1,2,33183,충남 부여군 장암면 석동로 112,041-834-2625,36.2413338429131,126.895683738187
393,394,유치원,세도초등학교병설유치원,1,2,33227,충남 부여군 세도면 세도로 68,041-834-4797,36.1754934023789,126.947227488471
395,396,유치원,석양초등학교병설유치원,1,9,33176,충남 부여군 석성면 증산로39번길 31,041-836-6190,36.2541114175821,126.998771607353
396,397,유치원,초촌초등학교병설유치원,1,2,33175,충남 부여군 초촌면 초촌로 55,041-832-1076,36.2630812843772,127.024134443342
397,398,유치원,부여중앙유치원,3,68,33152,충남 부여군 부여읍 사비로 75,041-833-7724,36.2793218962249,126.91013824449
398,399,유치원,부여선교유치원,3,62,33138,충남 부여군 부여읍 성왕로 239-7,041-832-9497,36.2838916393274,126.913539081866
400,401,유치원,장항초등학교병설유치원,3,10,33659,충남 서천군 장항읍 성주길6,041-956-6676,36.0203170244435,126.700885335879
401,402,유치원,장항중앙초등학교병설유치원,2,18,33670,충남 서천군 장항읍 장항로121번길 7,041-956-1392,36.0127432987119,126.691005974805
402,403,유치원,송림초등학교병설유치원,1,4,33658,충남 서천군 장항읍 옥도로 14,041-956-0621,36.0293504480734,126.683840332025
403,404,유치원,서천초등학교병설유치원,4,52,33643,충남 서천군 서천읍 서천로98번길 5,041-953-6939,36.0785911210238,126.68855926237
405,406,유치원,마동초등학교병설유치원,1,5,33657,충남 서천군 마서면 원송로229,041-956-8909,36.0251777060465,126.714721678847
406,407,유치원,송석초등학교병설유치원,1,7,33650,충남 서천군 마서면 송신로 432,041-952-8705,36.0735305374318,126.643512801779
407,408,유치원,화양초등학교병설유치원,1,4,33629, 충남 서천군 화양면 화산로 64번길,041-951-2038,,
408,409,유치원,기산초등학교병설유치원,1,4,33628,충남 서천군 기산면 기산길 107,041-951-2049,36.0741965515808,126.767959828125
409,410,유치원,한산초등학교병설유치원,1,2,33624,충남 서천군 한산면 한마로 48,041-952-3732,36.086389199965,126.804905999547
410,411,유치원,마산초등학교병설유치원,1,5,33622,충남 서천군 마산면 삼일로 327,041-952-9412,36.1210335165161,126.7950409141
411,412,유치원,시초초등학교병설유치원,1,6,33620,충남 서천군 시초면 초현리 시초북로 31,041-952-4502,,
412,413,유치원,문산초등학교병설유치원,2,5,33617,충남 서천군 문산면 신농길 26-29,041-952-1355,36.1432539251125,126.751325620384
413,414,유치원,오성초등학교병설유치원,1,7,33615,충남 서천군 판교면 종판로 857번길 13,041-951-9971,36.1550402146484,126.683469885409
414,415,유치원,부내초등학교병설유치원,1,7,33611,충남 서천군 종천면 충서로363번길 23-1,041-953-1850,36.10256756901065,126.64681985984018
415,416,유치원,비인초등학교병설유치원,1,8,33608,충남 서천군 비인면 비인로 192(성내리),041-952-1325,,
416,417,유치원,서면초등학교병설유치원,1,7,33602,충남 서천군 서면 선합장길 15,041-951-5061,36.153606198111,126.555495742787
417,418,유치원,서도초등학교병설유치원,1,13,33603,충남 서천군 서면 공암남촌길 31번길 33,041-952-9338,36.1532118154515,126.521445242733
418,419,유치원,청양유치원,6,55,33329,충남 청양군 청양읍 칠갑산로 1길 11-10,041-942-2840,36.4531479913122,126.799993528807
419,420,유치원,운곡초등학교병설유치원,1,3,33315,충남 청양군 운곡면 청신로 882,041-942-9766,36.5248008023642,126.846096391753
420,421,유치원,수정초등학교병설유치원,1,5,33345,충남 청양군 대치면 칠갑산로 514,041-942-3507,36.4455466589732,126.82835312543
421,422,유치원,정산초등학교병설유치원,1,6,33352,충남 청양군 정산면 칠갑산로 1863,041-942-5051,36.4166473066438,126.945731286125
422,423,유치원,목면초등학교병설유치원,1,4,33358,충남 청양군 목면 철마장길 27,041-944-0765,36.4212681536599,127.00410897573784
423,424,유치원,청남초등학교병설유치원,1,6,33363,충남 청양군 청남면 명덕로 207-4,041-943-4852,36.3551753106561,126.951763447825
424,425,유치원,장평초등학교병설유치원,1,6,33367,충남 청양군 장평면 충의로 453,041-942-6822,36.3464188649183,126.8989168954
425,426,유치원,미당초등학교병설유치원,1,3,33362,충남 청양군 장평면 낙지미당로 543-53,041-942-5127,36.3754287567746,126.933711043477
426,427,유치원,남양초등학교병설유치원,1,8,33306,충남 청양군 남양면 구용길 324,041-944-0535,36.4013440628261,126.776925820752
427,428,유치원,합천초등학교병설유치원,1,3,33310,충남 청양군 화성면 무한로 88,041-942-4012,36.4257725187509,126.714137397817
429,430,유치원,넓은마당유치원,2,19,33318,충남 청양군 비봉면 충절로 1630-6,041-944-0602,36.48928306458511,126.79123584224467
430,431,유치원,조양유치원,7,89,32216,충남 홍성군 홍성읍 도청대로 29-19,041-631-9962,36.60697269049981,126.66151531956106
431,432,유치원,광천초등학교병설유치원,1,11,32292,충남 홍성군 광천읍 홍남로 705번길 16,041-641-6356,36.5064594534314,126.629241178643
432,433,유치원,홍북초등학교병설유치원,3,48,32260,충남 홍성군 자경로 33,041-632-9028,36.65222503757467,126.68521134001969
433,434,유치원,용봉초등학교병설유치원,1,2,32251,충남 홍성군 홍북읍 이응노로 277,041-631-1203,36.6320487060566,126.650322172893
434,435,유치원,내포초등학교병설유치원,3,50,32272,충남 홍성군 홍북읍 홍학로 38,041-630-7916,36.6491346030884,126.670710289238
435,436,유치원,한울초등학교병설유치원,3,52,32266,충남 홍성군 홍북읍 홍학로 131,041-631-6414,36.6451805457344,126.680008748913
436,437,유치원,내포유치원,7,104,32268,충남 홍성군 홍북읍 신대2길 66,041-406-0002,36.64970747877422,126.68665529126918
437,438,유치원,가람유치원,15,208,32269,충남 홍성군 홍북읍 홍학로 180,041-339-3902,36.6416670539562,126.683051415326
438,439,유치원,금마초등학교병설유치원,1,3,32280,충남 홍성군 금마면 광금북로 484,041-631-1221,36.6137635538979,126.73273853164
439,440,유치원,배양초등학교병설유치원,1,4,32280,충남 홍성군 금마면 금마로 23-24,041-631-1225,36.6143070210517,126.709293657591
440,441,유치원,홍동초등학교병설유치원,1,4,32284,충남 홍성군 홍동면 홍장남로 672번길 59,041-634-9510,36.5574918742893,126.689302261523
441,442,유치원,금당초등학교병설유치원,1,3,32283,충남 홍성군 홍동면 초롱산길 9,041-634-8223,36.5685615237313,126.724484336902
442,443,유치원,장곡초등학교병설유치원,1,6,32298,충남 홍성군 장곡면 도산1길 2,041-642-7790,36.50474818725469,126.69266654710877
443,444,유치원,은하초등학교병설유치원,1,1,32210,충남 홍성군 은하면 은하로 220,041-642-0864,36.5291635526795,126.589243661941
444,445,유치원,결성초등학교병설유치원,1,3,32212,충남 홍성군 결성면 홍남서로 738번길 30,041-642-1884,36.5246413975838,126.544048236156
445,446,유치원,서부초등학교병설유치원,1,3,32204,충남 홍성군 서부면 서부로 505,041-634-8536,36.5792061248145,126.510999345451
446,447,유치원,신당초등학교병설유치원,1,4,32206,충남 홍성군 서부면 남당항로 270번길 43,041-631-1229,36.5477367101384,126.4733719903
447,448,유치원,갈산초등학교병설유치원,1,5,32202,충남 홍성군 갈산면 갈산로 135,041-634-6653,36.602646272193,126.554149138177
448,449,유치원,구항초등학교병설유치원,1,3,32215,충남 홍성군 구항면 구성남로 928,041-631-3298,36.5840645381237,126.607354044219
449,450,유치원,대정초등학교병설유치원,1,3,32214,충남 홍성군 구항면 거북로 20,041-641-0640,36.5474450154463,126.637882108139
450,451,유치원,혜전대학교부속유치원,3,31,32244,충남 홍성군 홍성읍 대학길 18-23,041-632-0147,36.5775473797659,126.656337785194
451,452,유치원,목화유치원,8,157,32218,충남 홍성군 홍성읍 대교길 33,041-632-0805,36.60550228277743,126.6748748469587
452,453,유치원,프라임유치원,6,127,32244,충남 홍성군 홍성읍 충서로1216번길 23,041-634-4795,36.5856277324256,126.658469740097
453,454,유치원,풀꽃향기유치원,8,180,32266,충남 홍성군 홍북읍 홍예로 213,041-633-9967,36.64737473500022,126.68099160411647
454,455,유치원,내포글로벌유치원,10,206,32257,충남 홍성군 홍북읍 애향5길 15,041-633-1777,36.65910977446202,126.6842270194593
455,456,유치원,예산유치원,7,83,32435,예산군 예산읍 사직로 15    ,334-9889,,
456,457,유치원,금오초등학교병설유치원,1,10,32429,예산군 예산읍 역전로 134번길 40,331-0943,36.6906163532612,126.83416105106
457,458,유치원,신례원초등학교병설유치원,1,5,32421,예산군 예산읍 신례원로 179,334-3584,36.7264384437929,126.842524705821
458,459,유치원,대술초등학교병설유치원,1,4,32444,예산군 대술면 원농리길12,333-1940,36.657163643227,126.895214972094
459,460,유치원,신양초등학교병설유치원,1,3,32453,예산군 신양면 청신로 374,332-9254,36.6022368583254,126.869082586107
460,461,유치원,웅산초등학교병설유치원,1,3,32457,예산군 광시면 예당로 181,332-1562,36.5509199057814,126.773802738401
461,462,유치원,대흥초등학교병설유치원,1,1,32450,예산군 대흥면 의좋은형제길 16,332-9097,36.6073429616091,126.78988980564
462,463,유치원,응봉초등학교병설유치원,1,4,32447,예산군 응봉면 예당로1504,333-0041,36.6562127104457,126.770005605364
463,464,유치원,평촌초등학교병설유치원,1,3,32447,예산군 응봉면 예당로 1211,332-7226,36.6347122637089,126.785803704216
