,index,연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처,학교_천안포함,lat,lon
197,940,941,중학교,천안용곡중학교,38,1122,31184,충남 천안시 동남구 새말1길 51-14,041-592-0714,True,36.789780237613,127.133584086745
198,941,942,중학교,천안새샘중학교,31,936,31205,충남 천안시 동남구 통정6로 49,041-592-3092,True,36.7762694865309,127.13783074229
199,942,943,중학교,천안가온중학교,33,920,31198,충남 천안시 동남구 청수6로 83,041-523-4965,True,36.7877854468357,127.15559757162
200,943,944,중학교,천안불무중학교,33,961,31156,충남 천안시 서북구 불당23로 30,041-418-9670,True,36.81796212403738,127.10422038129634
201,944,945,중학교,성환중학교,13,294,31017,충남 천안시 서북구 성환읍 성환2로 79,041-581-0381,True,36.9145788448546,127.13099143868
202,945,946,중학교,병천중학교,7,104,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9676,True,36.7637749525908,127.312083365904
203,946,947,중학교,입장중학교,7,119,31027,충남 천안시 서북구 입장면 연곡길 36,041-585-5021,True,36.920923620034,127.218477715585
204,947,948,중학교,목천중학교,11,199,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1671,True,36.7823282841735,127.232871107847
205,948,949,중학교,천남중학교,3,57,31245,충남 천안시 동남구 성남면 신사대화로 403,041-553-0842,True,36.7311885285565,127.260480589552
206,949,950,중학교,천안계광중학교,18,481,31150,충남 천안시 동남구 봉명로53,041-572-9013,True,36.8094132681005,127.13394093577
207,950,951,중학교,복자여자중학교,16,492,31122,충남 천안시 동남구 복자1길 1,041-551-6003,True,36.8157466884588,127.151606003432
208,951,952,중학교,천성중학교,16,426,31068,충남 천안시 동남구 벌말1길 7,041-555-7451,True,36.8127600554869,127.174229386719
209,952,953,중학교,천안서여자중학교,18,419,31151,충남 천안시 동남구 천안여상로 44,041-574-9333,True,36.803710836072085,127.13411926039464
210,953,954,중학교,광풍중학교,10,202,31217,충남 천안시 동남구 풍세면 광풍로 1021-11,041-566-7007,True,36.7156328635838,127.116088650748
211,954,955,중학교,천안동성중학교,13,304,31019,충남 천안시 서북구 성환읍 성환1로 138,041-582-6183,True,36.9054142736882,127.129741504997
212,1111,1112,고등학교,천안제일고등학교,24,461,31127,충남 천안시 동남구 버들로 71 (원성동),041-902-6900,True,,
213,1112,1113,고등학교,천안공업고등학교,45,960,31123,충남 천안시 동남구 성황5길 17 (성황동),041-558-9801,True,,
214,1113,1114,고등학교,천안중앙고등학교,39,1319,31126,충남 천안시 동남구 충절로91,041-567-7910,True,36.8109463879856,127.159257496482
215,1114,1115,고등학교,천안여자고등학교,35,976,31073,충남 천안시 동남구 삼룡3길 30(삼룡동),041-559-9300,True,,
216,1115,1116,고등학교,병천고등학교,19,421,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9671,True,36.7637749525908,127.312083365904
217,1116,1117,고등학교,성환고등학교,17,353,31008,충남 천안시 서북구 성환읍 신방로 354 ,041-588-2001,True,36.92389249384602,127.11540922961078
218,1117,1118,고등학교,목천고등학교,14,279,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1616,True,36.7823282841735,127.232871107847
219,1118,1119,고등학교,충남예술고등학교,16,414,31044,충남 천안시 서북구 성거읍 천흥2길 42,041-555-8001,True,36.86832842695402,127.20428424956596
220,1119,1120,고등학교,천안두정고등학교,44,1400,31089,충남 천안시 서북구 두정고2길 13,041-522-7371,True,36.8352610134866,127.13038971355
221,1120,1121,고등학교,천안월봉고등학교,41,1289,31164,충남 천안시 서북구 불당 11로 51,041-622-5194,True,36.8043896897939,127.112044950482
222,1121,1122,고등학교,천안쌍용고등학교,43,1369,31179,충남 천안시 서북구 월봉7길 10,041-592-5313,True,36.7881968399899,127.113787036865
223,1122,1123,고등학교,천안신당고등학교,32,961,31083,충남 천안시 서북구 신당새터 2길 36,041-523-4822,True,36.8511860183946,127.159412687618
224,1123,1124,고등학교,천안오성고등학교,40,1290,31079,충남 천안시 서북구 과수원길 27,041-558-3702,True,36.8414976235564,127.14213623156
225,1124,1125,고등학교,천안업성고등학교,36,979,31076,충남 천안시 서북구 업성3길 65-11,041-587-7903,True,36.8622286273573,127.13736593739
226,1125,1126,고등학교,천안청수고등학교,40,1228,31194,충남 천안시 동남구 청수로 82-46,041-590-7100,True,36.7914032410356,127.159136368602
227,1126,1127,고등학교,천안불당고등학교,40,1280,31156,충남 천안시 서북구 불당29길 22,041-622-9571,True,36.8092601536746,127.103127153878
228,1127,1128,고등학교,천안고등학교,32,1061,31150,충남 천안시 동남구 봉명로 53,041-412-5000,True,36.8094132681005,127.13394093577
229,1128,1129,고등학교,천안상업고등학교,36,836,31081,충남 천안시 서북구 천일고1길 43-9(신당동),041-551-6512,True,,
230,1129,1130,고등학교,복자여자고등학교,24,612,31122,충남 천안시 동남구 복자1길 1(성황동),041-551-6001,True,,
231,1130,1131,고등학교,천안여자상업고등학교,31,698,31151,충남 천안시 동남구 천안여상로 44(봉명동 216-1),041-576-6363,True,,
232,1131,1132,고등학교,북일고등학교,35,970,31115,충남 천안시 동남구 단대로 69,041-520-8600,True,36.83220136854723,127.15818279792856
233,1132,1133,고등학교,북일여자고등학교,24,686,31115,충남 천안시 동남구 단대로71,041-520-8707,True,36.831472609269,127.160026427028
234,1133,1134,고등학교,한마음고등학교,3,12,31261,충남 천안시 동남구 동면 장송1길 47-24,041-567-5525,True,36.7783685267842,127.379354485382
235,1230,1231,특수학교,천안인애학교,50,285,31048,충남 천안시 성거읍 봉주로 229,041-629-9018,True,36.8793444358242,127.171782721553
236,1234,1235,특수학교,천안늘해랑학교,13,77,31256,충남 천안시 동남구 병천면 유관순길 86,041-417-2500,True,36.7598052301199,127.312545492754
237,1237,1238,특수학교,나사렛새꿈학교,32,132,31172,충남 천안시 서북구 월봉로 48,041-579-1296,True,36.79490598808768,127.11804344702205
238,1241,1242,각종학교,드림학교(중),3,9,31071,충남 천안시 동남구 충절로 535-31(고려신학대학원 내) ,041-563-1934,True,,
239,1242,1243,각종학교,드림학교(고),3,33,31071,충남 천안시 동남구 충절로 535-31(고려신학대학원 내) ,041-563-1934,True,,
